1459195129.64,0.72,-0.22,-0.65,-0.05,0.78,-0.26,-0.57,-0.06,0.77,0.02,-0.63,-0.01,0.76,0.24,-0.61,-0.00,0.73,-0.68,-0.02,0.00,
1459195129.82,0.72,-0.22,-0.65,-0.06,0.78,-0.27,-0.57,-0.06,0.77,0.01,-0.63,-0.01,0.76,0.23,-0.61,-0.00,0.73,-0.68,-0.01,0.00,
1459195129.98,0.72,-0.23,-0.65,-0.06,0.78,-0.27,-0.56,-0.07,0.77,0.01,-0.63,-0.02,0.76,0.23,-0.61,-0.00,0.73,-0.68,-0.01,0.01,
1459195130.15,0.73,-0.23,-0.65,-0.06,0.78,-0.27,-0.56,-0.07,0.77,0.01,-0.63,-0.02,0.76,0.23,-0.61,-0.01,0.73,-0.68,-0.00,0.01,
1459195130.33,0.73,-0.23,-0.64,-0.06,0.78,-0.27,-0.56,-0.07,0.77,0.00,-0.63,-0.02,0.75,0.23,-0.61,-0.01,0.73,-0.68,-0.00,0.01,
1459195130.49,0.73,-0.23,-0.64,-0.06,0.78,-0.27,-0.56,-0.07,0.77,0.00,-0.64,-0.02,0.75,0.23,-0.62,-0.01,0.73,-0.68,0.00,0.01,
1459195130.66,0.73,-0.23,-0.64,-0.06,0.78,-0.27,-0.55,-0.08,0.76,0.01,-0.65,-0.02,0.75,0.24,-0.62,-0.01,0.73,-0.68,0.01,0.01,
1459195130.82,0.73,-0.24,-0.63,-0.06,0.78,-0.28,-0.55,-0.08,0.76,0.01,-0.65,-0.03,0.75,0.24,-0.62,-0.01,0.74,-0.68,0.01,0.01,
1459195131.0,0.74,-0.24,-0.63,-0.07,0.78,-0.28,-0.55,-0.09,0.76,0.00,-0.65,-0.03,0.75,0.24,-0.62,-0.01,0.74,-0.68,0.01,0.01,
1459195131.16,0.73,-0.24,-0.63,-0.07,0.78,-0.28,-0.55,-0.09,0.76,-0.00,-0.65,-0.03,0.75,0.24,-0.62,-0.01,0.74,-0.68,0.01,0.01,
1459195131.32,0.74,-0.24,-0.63,-0.07,0.78,-0.28,-0.54,-0.10,0.76,-0.00,-0.65,-0.03,0.75,0.24,-0.62,-0.01,0.74,-0.68,0.01,0.01,
1459195131.48,0.74,-0.24,-0.63,-0.08,0.78,-0.29,-0.54,-0.10,0.76,0.00,-0.65,-0.03,0.75,0.24,-0.62,-0.01,0.74,-0.67,0.01,0.01,
1459195131.64,0.73,-0.25,-0.63,-0.08,0.78,-0.29,-0.54,-0.10,0.76,0.01,-0.65,-0.03,0.75,0.25,-0.62,-0.00,0.74,-0.68,0.01,0.01,
1459195131.8,0.73,-0.25,-0.63,-0.08,0.78,-0.29,-0.54,-0.10,0.76,0.00,-0.65,-0.03,0.75,0.25,-0.62,0.00,0.74,-0.68,0.01,0.01,
1459195131.96,0.73,-0.25,-0.63,-0.08,0.78,-0.29,-0.54,-0.11,0.76,0.00,-0.65,-0.03,0.75,0.25,-0.62,0.00,0.74,-0.68,0.01,0.02,
1459195132.12,0.73,-0.25,-0.63,-0.09,0.78,-0.30,-0.54,-0.11,0.76,0.00,-0.65,-0.03,0.75,0.25,-0.62,0.00,0.73,-0.68,0.01,0.01,
1459195132.28,0.73,-0.25,-0.63,-0.09,0.78,-0.30,-0.54,-0.12,0.76,-0.00,-0.65,-0.03,0.75,0.25,-0.62,0.00,0.73,-0.68,0.01,0.01,
1459195132.44,0.73,-0.25,-0.63,-0.09,0.78,-0.30,-0.54,-0.12,0.76,-0.00,-0.65,-0.03,0.75,0.24,-0.61,0.00,0.73,-0.68,0.01,0.01,
1459195132.6,0.73,-0.25,-0.63,-0.10,0.77,-0.30,-0.54,-0.13,0.76,-0.00,-0.65,-0.03,0.75,0.24,-0.62,0.00,0.73,-0.68,0.01,0.01,
1459195132.76,0.73,-0.25,-0.63,-0.10,0.77,-0.31,-0.54,-0.14,0.76,-0.00,-0.65,-0.03,0.75,0.25,-0.61,0.00,0.73,-0.68,0.01,0.01,
1459195132.92,0.73,-0.26,-0.63,-0.11,0.77,-0.31,-0.54,-0.14,0.76,-0.00,-0.65,-0.03,0.75,0.25,-0.61,0.00,0.73,-0.68,0.01,0.01,
1459195133.08,0.73,-0.26,-0.62,-0.11,0.77,-0.32,-0.53,-0.14,0.76,-0.00,-0.65,-0.04,0.75,0.25,-0.61,0.00,0.73,-0.68,0.02,0.02,
1459195133.25,0.73,-0.26,-0.62,-0.11,0.77,-0.32,-0.53,-0.15,0.76,-0.00,-0.65,-0.04,0.75,0.25,-0.61,0.00,0.73,-0.68,0.02,0.02,
1459195133.43,0.73,-0.27,-0.62,-0.11,0.77,-0.32,-0.53,-0.15,0.76,-0.01,-0.65,-0.04,0.75,0.25,-0.61,0.00,0.73,-0.68,0.02,0.02,
1459195133.6,0.73,-0.27,-0.62,-0.12,0.77,-0.32,-0.53,-0.16,0.76,-0.01,-0.65,-0.04,0.75,0.25,-0.61,0.00,0.73,-0.68,0.02,0.02,
1459195133.8,0.72,-0.27,-0.62,-0.12,0.77,-0.33,-0.53,-0.16,0.76,-0.01,-0.65,-0.04,0.75,0.25,-0.61,-0.00,0.73,-0.68,0.02,0.02,
1459195133.97,0.72,-0.27,-0.62,-0.12,0.77,-0.33,-0.53,-0.17,0.76,-0.01,-0.65,-0.04,0.75,0.24,-0.61,-0.00,0.73,-0.68,0.02,0.02,
1459195134.15,0.72,-0.28,-0.62,-0.12,0.76,-0.33,-0.53,-0.17,0.76,-0.01,-0.65,-0.04,0.75,0.24,-0.61,-0.00,0.73,-0.68,0.02,0.02,
1459195134.34,0.72,-0.28,-0.62,-0.13,0.76,-0.34,-0.52,-0.17,0.76,-0.01,-0.65,-0.05,0.75,0.24,-0.61,-0.00,0.73,-0.68,0.02,0.02,
